Perturbed_gene	Pathway_ID	Pathway_name
PDCD1LG2	GO:0050867	positive regulation of cell activation
CLEC7A	GO:0050867	positive regulation of cell activation
IL7R	GO:0050867	positive regulation of cell activation
TSLP	GO:0050867	positive regulation of cell activation
TNFSF13B	GO:0050867	positive regulation of cell activation
CRLF2	GO:0050867	positive regulation of cell activation
IL6	GO:0050867	positive regulation of cell activation
TNFSF14	GO:0050867	positive regulation of cell activation
IRF1	GO:0008219	cell death
IFI16	GO:0008219	cell death
IFIT3	GO:0008219	cell death
IFIT2	GO:0008219	cell death
IFNA2	GO:0008219	cell death
IFNB1	GO:0008219	cell death
MX1	GO:0008219	cell death
IFI27	GO:0008219	cell death
IL12A	GO:0008219	cell death
CD274	GO:0008219	cell death
JAK2	GO:0008219	cell death
CASP1	GO:0008219	cell death
CSF3	GO:0008219	cell death
TNFSF10	GO:0008219	cell death
KIT	GO:0008219	cell death
TLR3	GO:0008219	cell death
CSF2	GO:0008219	cell death
CLEC7A	GO:0008219	cell death
IL7R	GO:0008219	cell death
CSF1	GO:0008219	cell death
TSLP	GO:0008219	cell death
ZC3H12A	GO:0008219	cell death
CARD16	GO:0008219	cell death
TNFSF18	GO:0008219	cell death
IL6	GO:0008219	cell death
TNF	GO:0008219	cell death
LTA	GO:0008219	cell death
TNFSF14	GO:0008219	cell death
TNFAIP3	GO:0008219	cell death
IRF1	GO:0051250	negative regulation of lymphocyte activation
SOCS1	GO:0051250	negative regulation of lymphocyte activation
IFNL1	GO:0051250	negative regulation of lymphocyte activation
IFNA2	GO:0051250	negative regulation of lymphocyte activation
IFNB1	GO:0051250	negative regulation of lymphocyte activation
CD274	GO:0051250	negative regulation of lymphocyte activation
PDCD1LG2	GO:0051250	negative regulation of lymphocyte activation
ZC3H12A	GO:0051250	negative regulation of lymphocyte activation
TNFAIP3	GO:0051250	negative regulation of lymphocyte activation
IFI16	GO:0032652	regulation of interleukin-1 production
MEFV	GO:0032652	regulation of interleukin-1 production
JAK2	GO:0032652	regulation of interleukin-1 production
CASP1	GO:0032652	regulation of interleukin-1 production
CLEC7A	GO:0032652	regulation of interleukin-1 production
ZC3H12A	GO:0032652	regulation of interleukin-1 production
CARD16	GO:0032652	regulation of interleukin-1 production
TNFAIP3	GO:0032652	regulation of interleukin-1 production
MAP3K8	GO:0022409	positive regulation of cell-cell adhesion
SOCS1	GO:0022409	positive regulation of cell-cell adhesion
IL12A	GO:0022409	positive regulation of cell-cell adhesion
CD274	GO:0022409	positive regulation of cell-cell adhesion
PDCD1LG2	GO:0022409	positive regulation of cell-cell adhesion
IL7R	GO:0022409	positive regulation of cell-cell adhesion
SELE	GO:0022409	positive regulation of cell-cell adhesion
TNFSF13B	GO:0022409	positive regulation of cell-cell adhesion
IL6	GO:0022409	positive regulation of cell-cell adhesion
TNF	GO:0022409	positive regulation of cell-cell adhesion
TNFSF14	GO:0022409	positive regulation of cell-cell adhesion
IFNA2	GO:0002369	T cell cytokine production
IFNB1	GO:0002369	T cell cytokine production
RSAD2	GO:0002369	T cell cytokine production
IL12A	GO:0002369	T cell cytokine production
IL6	GO:0002369	T cell cytokine production
IL18R1	GO:0002369	T cell cytokine production
IRF1	GO:0035458	cellular response to interferon-beta
IFI16	GO:0035458	cellular response to interferon-beta
IFNB1	GO:0035458	cellular response to interferon-beta
TLR3	GO:0035458	cellular response to interferon-beta
IRGM	GO:0035458	cellular response to interferon-beta
IRF1	GO:0042127	regulation of cell population proliferation
IFNL1	GO:0042127	regulation of cell population proliferation
IFIT3	GO:0042127	regulation of cell population proliferation
IFITM1	GO:0042127	regulation of cell population proliferation
BST2	GO:0042127	regulation of cell population proliferation
IL12A	GO:0042127	regulation of cell population proliferation
CD274	GO:0042127	regulation of cell population proliferation
JAK2	GO:0042127	regulation of cell population proliferation
PDCD1LG2	GO:0042127	regulation of cell population proliferation
CSF3	GO:0042127	regulation of cell population proliferation
IL11	GO:0042127	regulation of cell population proliferation
KIT	GO:0042127	regulation of cell population proliferation
CSF2	GO:0042127	regulation of cell population proliferation
CLEC7A	GO:0042127	regulation of cell population proliferation
IL7R	GO:0042127	regulation of cell population proliferation
CSF1	GO:0042127	regulation of cell population proliferation
TSLP	GO:0042127	regulation of cell population proliferation
CXCL9	GO:0042127	regulation of cell population proliferation
TNFSF13B	GO:0042127	regulation of cell population proliferation
CRLF2	GO:0042127	regulation of cell population proliferation
TNFSF18	GO:0042127	regulation of cell population proliferation
IL6	GO:0042127	regulation of cell population proliferation
TNF	GO:0042127	regulation of cell population proliferation
LTA	GO:0042127	regulation of cell population proliferation
TNFAIP3	GO:0042127	regulation of cell population proliferation
IRF1	GO:1902105	regulation of leukocyte differentiation
SOCS1	GO:1902105	regulation of leukocyte differentiation
IFNL1	GO:1902105	regulation of leukocyte differentiation
IFNA2	GO:1902105	regulation of leukocyte differentiation
IFNB1	GO:1902105	regulation of leukocyte differentiation
IL12A	GO:1902105	regulation of leukocyte differentiation
TLR3	GO:1902105	regulation of leukocyte differentiation
IL7R	GO:1902105	regulation of leukocyte differentiation
CSF1	GO:1902105	regulation of leukocyte differentiation
ZC3H12A	GO:1902105	regulation of leukocyte differentiation
TNF	GO:1902105	regulation of leukocyte differentiation
HERC5	GO:0050688	regulation of defense response to virus
IFIT1	GO:0050688	regulation of defense response to virus
DDX60	GO:0050688	regulation of defense response to virus
DHX58	GO:0050688	regulation of defense response to virus
APOBEC3G	GO:0050688	regulation of defense response to virus
ZC3H12A	GO:0050688	regulation of defense response to virus
TNFAIP3	GO:0050688	regulation of defense response to virus
IFNA7	GO:0031399	regulation of protein modification process
MAP3K8	GO:0031399	regulation of protein modification process
HERC5	GO:0031399	regulation of protein modification process
SOCS1	GO:0031399	regulation of protein modification process
IFNL1	GO:0031399	regulation of protein modification process
IFNA8	GO:0031399	regulation of protein modification process
IFNA2	GO:0031399	regulation of protein modification process
IFNA16	GO:0031399	regulation of protein modification process
IFNW1	GO:0031399	regulation of protein modification process
IFNB1	GO:0031399	regulation of protein modification process
IL12A	GO:0031399	regulation of protein modification process
JAK2	GO:0031399	regulation of protein modification process
GBP1	GO:0031399	regulation of protein modification process
CSF3	GO:0031399	regulation of protein modification process
IL11	GO:0031399	regulation of protein modification process
KIT	GO:0031399	regulation of protein modification process
TLR3	GO:0031399	regulation of protein modification process
CSF2	GO:0031399	regulation of protein modification process
CSF1	GO:0031399	regulation of protein modification process
TSLP	GO:0031399	regulation of protein modification process
ZC3H12A	GO:0031399	regulation of protein modification process
TNFSF18	GO:0031399	regulation of protein modification process
IL6	GO:0031399	regulation of protein modification process
TNF	GO:0031399	regulation of protein modification process
IRGM	GO:0031399	regulation of protein modification process
TNFAIP3	GO:0031399	regulation of protein modification process
NLRC5	GO:0051090	regulation of DNA-binding transcription factor activity
TRIM22	GO:0051090	regulation of DNA-binding transcription factor activity
JAK2	GO:0051090	regulation of DNA-binding transcription factor activity
CSF3	GO:0051090	regulation of DNA-binding transcription factor activity
KIT	GO:0051090	regulation of DNA-binding transcription factor activity
TLR3	GO:0051090	regulation of DNA-binding transcription factor activity
ZC3H12A	GO:0051090	regulation of DNA-binding transcription factor activity
CARD16	GO:0051090	regulation of DNA-binding transcription factor activity
TNFSF18	GO:0051090	regulation of DNA-binding transcription factor activity
IL6	GO:0051090	regulation of DNA-binding transcription factor activity
IL18R1	GO:0051090	regulation of DNA-binding transcription factor activity
TNF	GO:0051090	regulation of DNA-binding transcription factor activity
TNFAIP3	GO:0051090	regulation of DNA-binding transcription factor activity
IFI16	GO:0032612	interleukin-1 production
MEFV	GO:0032612	interleukin-1 production
JAK2	GO:0032612	interleukin-1 production
CASP1	GO:0032612	interleukin-1 production
CLEC7A	GO:0032612	interleukin-1 production
ZC3H12A	GO:0032612	interleukin-1 production
CARD16	GO:0032612	interleukin-1 production
TNFAIP3	GO:0032612	interleukin-1 production
IRF1	GO:0050868	negative regulation of T cell activation
SOCS1	GO:0050868	negative regulation of T cell activation
IFNL1	GO:0050868	negative regulation of T cell activation
IFNA2	GO:0050868	negative regulation of T cell activation
IFNB1	GO:0050868	negative regulation of T cell activation
CD274	GO:0050868	negative regulation of T cell activation
PDCD1LG2	GO:0050868	negative regulation of T cell activation
ZC3H12A	GO:0050868	negative regulation of T cell activation
IFNL1	GO:0002698	negative regulation of immune effector process
IFNA2	GO:0002698	negative regulation of immune effector process
IFNB1	GO:0002698	negative regulation of immune effector process
BST2	GO:0002698	negative regulation of immune effector process
DHX58	GO:0002698	negative regulation of immune effector process
IL7R	GO:0002698	negative regulation of immune effector process
ZC3H12A	GO:0002698	negative regulation of immune effector process
TNF	GO:0002698	negative regulation of immune effector process
IRF1	GO:0045581	negative regulation of T cell differentiation
SOCS1	GO:0045581	negative regulation of T cell differentiation
IFNL1	GO:0045581	negative regulation of T cell differentiation
IFNA2	GO:0045581	negative regulation of T cell differentiation
IFNB1	GO:0045581	negative regulation of T cell differentiation
ZC3H12A	GO:0045581	negative regulation of T cell differentiation
JAK2	GO:0033209	tumor necrosis factor-mediated signaling pathway
CASP1	GO:0033209	tumor necrosis factor-mediated signaling pathway
CARD16	GO:0033209	tumor necrosis factor-mediated signaling pathway
TNFSF13B	GO:0033209	tumor necrosis factor-mediated signaling pathway
TNFSF18	GO:0033209	tumor necrosis factor-mediated signaling pathway
TNF	GO:0033209	tumor necrosis factor-mediated signaling pathway
LTA	GO:0033209	tumor necrosis factor-mediated signaling pathway
TNFSF14	GO:0033209	tumor necrosis factor-mediated signaling pathway
TNFAIP3	GO:0033209	tumor necrosis factor-mediated signaling pathway
JAK2	GO:0071356	cellular response to tumor necrosis factor
GBP1	GO:0071356	cellular response to tumor necrosis factor
CASP1	GO:0071356	cellular response to tumor necrosis factor
ZC3H12A	GO:0071356	cellular response to tumor necrosis factor
CARD16	GO:0071356	cellular response to tumor necrosis factor
TNFSF13B	GO:0071356	cellular response to tumor necrosis factor
TNFSF18	GO:0071356	cellular response to tumor necrosis factor
TNF	GO:0071356	cellular response to tumor necrosis factor
LTA	GO:0071356	cellular response to tumor necrosis factor
TNFSF14	GO:0071356	cellular response to tumor necrosis factor
TNFAIP3	GO:0071356	cellular response to tumor necrosis factor
IRF1	GO:0043902	positive regulation of multi-organism process
NLRC5	GO:0043902	positive regulation of multi-organism process
IFI16	GO:0043902	positive regulation of multi-organism process
ZBP1	GO:0043902	positive regulation of multi-organism process
IFIT1	GO:0043902	positive regulation of multi-organism process
IFNB1	GO:0043902	positive regulation of multi-organism process
RSAD2	GO:0043902	positive regulation of multi-organism process
DDX60	GO:0043902	positive regulation of multi-organism process
IL12A	GO:0043902	positive regulation of multi-organism process
DHX58	GO:0043902	positive regulation of multi-organism process
TLR3	GO:0043902	positive regulation of multi-organism process
CLEC7A	GO:0043902	positive regulation of multi-organism process
IRGM	GO:0043902	positive regulation of multi-organism process
TNFAIP3	GO:0043902	positive regulation of multi-organism process
IRF1	GO:0070663	regulation of leukocyte proliferation
BST2	GO:0070663	regulation of leukocyte proliferation
IL12A	GO:0070663	regulation of leukocyte proliferation
CD274	GO:0070663	regulation of leukocyte proliferation
PDCD1LG2	GO:0070663	regulation of leukocyte proliferation
CSF1	GO:0070663	regulation of leukocyte proliferation
TNFSF13B	GO:0070663	regulation of leukocyte proliferation
TNFSF18	GO:0070663	regulation of leukocyte proliferation
IL6	GO:0070663	regulation of leukocyte proliferation
TNFAIP3	GO:0070663	regulation of leukocyte proliferation
IRF1	GO:0045089	positive regulation of innate immune response
NLRC5	GO:0045089	positive regulation of innate immune response
IFI16	GO:0045089	positive regulation of innate immune response
ZBP1	GO:0045089	positive regulation of innate immune response
IFNB1	GO:0045089	positive regulation of innate immune response
RSAD2	GO:0045089	positive regulation of innate immune response
DDX60	GO:0045089	positive regulation of innate immune response
IL12A	GO:0045089	positive regulation of innate immune response
DHX58	GO:0045089	positive regulation of innate immune response
TLR3	GO:0045089	positive regulation of innate immune response
IRGM	GO:0045089	positive regulation of innate immune response
TNFAIP3	GO:0045089	positive regulation of innate immune response
IFNA7	GO:0018105	peptidyl-serine phosphorylation
IFNA8	GO:0018105	peptidyl-serine phosphorylation
IFNA2	GO:0018105	peptidyl-serine phosphorylation
IFNA16	GO:0018105	peptidyl-serine phosphorylation
IFNW1	GO:0018105	peptidyl-serine phosphorylation
IFNB1	GO:0018105	peptidyl-serine phosphorylation
CSF3	GO:0018105	peptidyl-serine phosphorylation
IL11	GO:0018105	peptidyl-serine phosphorylation
IL6	GO:0018105	peptidyl-serine phosphorylation
TNF	GO:0018105	peptidyl-serine phosphorylation
IRGM	GO:0018105	peptidyl-serine phosphorylation
NLRC5	GO:0001961	positive regulation of cytokine-mediated signaling pathway
ZBP1	GO:0001961	positive regulation of cytokine-mediated signaling pathway
CASP1	GO:0001961	positive regulation of cytokine-mediated signaling pathway
CSF1	GO:0001961	positive regulation of cytokine-mediated signaling pathway
TSLP	GO:0001961	positive regulation of cytokine-mediated signaling pathway
IRGM	GO:0001961	positive regulation of cytokine-mediated signaling pathway
IRF1	GO:0007155	cell adhesion
MAP3K8	GO:0007155	cell adhesion
SOCS1	GO:0007155	cell adhesion
IFNL1	GO:0007155	cell adhesion
IFNA2	GO:0007155	cell adhesion
IFNB1	GO:0007155	cell adhesion
IL12A	GO:0007155	cell adhesion
CD274	GO:0007155	cell adhesion
JAK2	GO:0007155	cell adhesion
PDCD1LG2	GO:0007155	cell adhesion
GBP1	GO:0007155	cell adhesion
HMCN1	GO:0007155	cell adhesion
KIT	GO:0007155	cell adhesion
IL7R	GO:0007155	cell adhesion
CSF1	GO:0007155	cell adhesion
SELE	GO:0007155	cell adhesion
ZC3H12A	GO:0007155	cell adhesion
TNFSF13B	GO:0007155	cell adhesion
TNFSF18	GO:0007155	cell adhesion
IL6	GO:0007155	cell adhesion
TNF	GO:0007155	cell adhesion
TNFSF14	GO:0007155	cell adhesion
SOCS1	GO:0051046	regulation of secretion
OAS2	GO:0051046	regulation of secretion
IFNA2	GO:0051046	regulation of secretion
RSAD2	GO:0051046	regulation of secretion
CD274	GO:0051046	regulation of secretion
JAK2	GO:0051046	regulation of secretion
GBP1	GO:0051046	regulation of secretion
CASP1	GO:0051046	regulation of secretion
IL11	GO:0051046	regulation of secretion
TSLP	GO:0051046	regulation of secretion
ZC3H12A	GO:0051046	regulation of secretion
CARD16	GO:0051046	regulation of secretion
SSC5D	GO:0051046	regulation of secretion
CRLF2	GO:0051046	regulation of secretion
IL6	GO:0051046	regulation of secretion
TNF	GO:0051046	regulation of secretion
TNFAIP3	GO:0051046	regulation of secretion
IRF1	GO:0022610	biological adhesion
MAP3K8	GO:0022610	biological adhesion
SOCS1	GO:0022610	biological adhesion
IFNL1	GO:0022610	biological adhesion
IFNA2	GO:0022610	biological adhesion
IFNB1	GO:0022610	biological adhesion
IL12A	GO:0022610	biological adhesion
CD274	GO:0022610	biological adhesion
JAK2	GO:0022610	biological adhesion
PDCD1LG2	GO:0022610	biological adhesion
GBP1	GO:0022610	biological adhesion
HMCN1	GO:0022610	biological adhesion
KIT	GO:0022610	biological adhesion
IL7R	GO:0022610	biological adhesion
CSF1	GO:0022610	biological adhesion
SELE	GO:0022610	biological adhesion
ZC3H12A	GO:0022610	biological adhesion
TNFSF13B	GO:0022610	biological adhesion
TNFSF18	GO:0022610	biological adhesion
IL6	GO:0022610	biological adhesion
TNF	GO:0022610	biological adhesion
TNFSF14	GO:0022610	biological adhesion
IFIT5	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
TRIM22	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
BST2	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
CASP1	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
TNFSF10	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
TLR3	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
ZC3H12A	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
CARD16	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
TNF	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
TNFAIP3	GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling
SOCS1	GO:0051223	regulation of protein transport
IFNA2	GO:0051223	regulation of protein transport
RSAD2	GO:0051223	regulation of protein transport
IFI27	GO:0051223	regulation of protein transport
CD274	GO:0051223	regulation of protein transport
JAK2	GO:0051223	regulation of protein transport
GBP1	GO:0051223	regulation of protein transport
CASP1	GO:0051223	regulation of protein transport
TSLP	GO:0051223	regulation of protein transport
ZC3H12A	GO:0051223	regulation of protein transport
CARD16	GO:0051223	regulation of protein transport
SSC5D	GO:0051223	regulation of protein transport
CRLF2	GO:0051223	regulation of protein transport
IL6	GO:0051223	regulation of protein transport
TNF	GO:0051223	regulation of protein transport
TNFAIP3	GO:0051223	regulation of protein transport
IRF1	GO:0012501	programmed cell death
IFI16	GO:0012501	programmed cell death
IFIT3	GO:0012501	programmed cell death
IFIT2	GO:0012501	programmed cell death
IFNA2	GO:0012501	programmed cell death
IFNB1	GO:0012501	programmed cell death
MX1	GO:0012501	programmed cell death
IFI27	GO:0012501	programmed cell death
IL12A	GO:0012501	programmed cell death
CD274	GO:0012501	programmed cell death
JAK2	GO:0012501	programmed cell death
CASP1	GO:0012501	programmed cell death
TNFSF10	GO:0012501	programmed cell death
KIT	GO:0012501	programmed cell death
TLR3	GO:0012501	programmed cell death
CSF2	GO:0012501	programmed cell death
CLEC7A	GO:0012501	programmed cell death
IL7R	GO:0012501	programmed cell death
TSLP	GO:0012501	programmed cell death
ZC3H12A	GO:0012501	programmed cell death
CARD16	GO:0012501	programmed cell death
TNFSF18	GO:0012501	programmed cell death
IL6	GO:0012501	programmed cell death
TNF	GO:0012501	programmed cell death
LTA	GO:0012501	programmed cell death
TNFSF14	GO:0012501	programmed cell death
TNFAIP3	GO:0012501	programmed cell death
IRF1	GO:0006915	apoptotic process
IFI16	GO:0006915	apoptotic process
IFIT3	GO:0006915	apoptotic process
IFIT2	GO:0006915	apoptotic process
IFNA2	GO:0006915	apoptotic process
IFNB1	GO:0006915	apoptotic process
MX1	GO:0006915	apoptotic process
IFI27	GO:0006915	apoptotic process
IL12A	GO:0006915	apoptotic process
CD274	GO:0006915	apoptotic process
JAK2	GO:0006915	apoptotic process
CASP1	GO:0006915	apoptotic process
TNFSF10	GO:0006915	apoptotic process
TLR3	GO:0006915	apoptotic process
CSF2	GO:0006915	apoptotic process
CLEC7A	GO:0006915	apoptotic process
IL7R	GO:0006915	apoptotic process
TSLP	GO:0006915	apoptotic process
ZC3H12A	GO:0006915	apoptotic process
CARD16	GO:0006915	apoptotic process
TNFSF18	GO:0006915	apoptotic process
IL6	GO:0006915	apoptotic process
TNF	GO:0006915	apoptotic process
LTA	GO:0006915	apoptotic process
TNFSF14	GO:0006915	apoptotic process
TNFAIP3	GO:0006915	apoptotic process
IRF1	GO:0002695	negative regulation of leukocyte activation
SOCS1	GO:0002695	negative regulation of leukocyte activation
IFNL1	GO:0002695	negative regulation of leukocyte activation
IFNA2	GO:0002695	negative regulation of leukocyte activation
IFNB1	GO:0002695	negative regulation of leukocyte activation
CD274	GO:0002695	negative regulation of leukocyte activation
PDCD1LG2	GO:0002695	negative regulation of leukocyte activation
ZC3H12A	GO:0002695	negative regulation of leukocyte activation
TNFAIP3	GO:0002695	negative regulation of leukocyte activation
IFNA2	GO:2000551	regulation of T-helper 2 cell cytokine production
IFNB1	GO:2000551	regulation of T-helper 2 cell cytokine production
RSAD2	GO:2000551	regulation of T-helper 2 cell cytokine production
IL6	GO:2000551	regulation of T-helper 2 cell cytokine production
IFNA7	GO:0030183	B cell differentiation
IFNA8	GO:0030183	B cell differentiation
IFNA2	GO:0030183	B cell differentiation
IFNA16	GO:0030183	B cell differentiation
IFNW1	GO:0030183	B cell differentiation
IFNB1	GO:0030183	B cell differentiation
IL11	GO:0030183	B cell differentiation
KIT	GO:0030183	B cell differentiation
IRF1	GO:0022408	negative regulation of cell-cell adhesion
SOCS1	GO:0022408	negative regulation of cell-cell adhesion
IFNL1	GO:0022408	negative regulation of cell-cell adhesion
IFNA2	GO:0022408	negative regulation of cell-cell adhesion
IFNB1	GO:0022408	negative regulation of cell-cell adhesion
CD274	GO:0022408	negative regulation of cell-cell adhesion
JAK2	GO:0022408	negative regulation of cell-cell adhesion
PDCD1LG2	GO:0022408	negative regulation of cell-cell adhesion
ZC3H12A	GO:0022408	negative regulation of cell-cell adhesion
MAP3K8	GO:0002696	positive regulation of leukocyte activation
SOCS1	GO:0002696	positive regulation of leukocyte activation
IL12A	GO:0002696	positive regulation of leukocyte activation
CD274	GO:0002696	positive regulation of leukocyte activation
PDCD1LG2	GO:0002696	positive regulation of leukocyte activation
CLEC7A	GO:0002696	positive regulation of leukocyte activation
IL7R	GO:0002696	positive regulation of leukocyte activation
TSLP	GO:0002696	positive regulation of leukocyte activation
TNFSF13B	GO:0002696	positive regulation of leukocyte activation
CRLF2	GO:0002696	positive regulation of leukocyte activation
IL6	GO:0002696	positive regulation of leukocyte activation
TNFSF14	GO:0002696	positive regulation of leukocyte activation
IFNA7	GO:0006468	protein phosphorylation
MAP3K8	GO:0006468	protein phosphorylation
HERC5	GO:0006468	protein phosphorylation
SOCS1	GO:0006468	protein phosphorylation
IFNL1	GO:0006468	protein phosphorylation
IFNA8	GO:0006468	protein phosphorylation
IFNA2	GO:0006468	protein phosphorylation
IFNA16	GO:0006468	protein phosphorylation
IFNW1	GO:0006468	protein phosphorylation
IFNB1	GO:0006468	protein phosphorylation
IL12A	GO:0006468	protein phosphorylation
JAK2	GO:0006468	protein phosphorylation
GBP1	GO:0006468	protein phosphorylation
CSF3	GO:0006468	protein phosphorylation
IL11	GO:0006468	protein phosphorylation
KIT	GO:0006468	protein phosphorylation
TLR3	GO:0006468	protein phosphorylation
CSF2	GO:0006468	protein phosphorylation
CSF1	GO:0006468	protein phosphorylation
TSLP	GO:0006468	protein phosphorylation
ZC3H12A	GO:0006468	protein phosphorylation
TNFSF18	GO:0006468	protein phosphorylation
IL6	GO:0006468	protein phosphorylation
TNF	GO:0006468	protein phosphorylation
IRGM	GO:0006468	protein phosphorylation
TNFAIP3	GO:0006468	protein phosphorylation
IRF1	GO:1903038	negative regulation of leukocyte cell-cell adhesion
SOCS1	GO:1903038	negative regulation of leukocyte cell-cell adhesion
IFNL1	GO:1903038	negative regulation of leukocyte cell-cell adhesion
IFNA2	GO:1903038	negative regulation of leukocyte cell-cell adhesion
IFNB1	GO:1903038	negative regulation of leukocyte cell-cell adhesion
CD274	GO:1903038	negative regulation of leukocyte cell-cell adhesion
PDCD1LG2	GO:1903038	negative regulation of leukocyte cell-cell adhesion
ZC3H12A	GO:1903038	negative regulation of leukocyte cell-cell adhesion
IFNA2	GO:0050710	negative regulation of cytokine secretion
GBP1	GO:0050710	negative regulation of cytokine secretion
ZC3H12A	GO:0050710	negative regulation of cytokine secretion
CARD16	GO:0050710	negative regulation of cytokine secretion
SSC5D	GO:0050710	negative regulation of cytokine secretion
TNF	GO:0050710	negative regulation of cytokine secretion
TNFAIP3	GO:0050710	negative regulation of cytokine secretion
IFNA7	GO:0018209	peptidyl-serine modification
IFNA8	GO:0018209	peptidyl-serine modification
IFNA2	GO:0018209	peptidyl-serine modification
IFNA16	GO:0018209	peptidyl-serine modification
IFNW1	GO:0018209	peptidyl-serine modification
IFNB1	GO:0018209	peptidyl-serine modification
CSF3	GO:0018209	peptidyl-serine modification
IL11	GO:0018209	peptidyl-serine modification
IL6	GO:0018209	peptidyl-serine modification
TNF	GO:0018209	peptidyl-serine modification
IRGM	GO:0018209	peptidyl-serine modification
IRF1	GO:1903706	regulation of hemopoiesis
SOCS1	GO:1903706	regulation of hemopoiesis
IFNL1	GO:1903706	regulation of hemopoiesis
IFNA2	GO:1903706	regulation of hemopoiesis
IFNB1	GO:1903706	regulation of hemopoiesis
IL12A	GO:1903706	regulation of hemopoiesis
CSF3	GO:1903706	regulation of hemopoiesis
TLR3	GO:1903706	regulation of hemopoiesis
CSF2	GO:1903706	regulation of hemopoiesis
IL7R	GO:1903706	regulation of hemopoiesis
CSF1	GO:1903706	regulation of hemopoiesis
ZC3H12A	GO:1903706	regulation of hemopoiesis
TNF	GO:1903706	regulation of hemopoiesis
IRF1	GO:0045620	negative regulation of lymphocyte differentiation
SOCS1	GO:0045620	negative regulation of lymphocyte differentiation
IFNL1	GO:0045620	negative regulation of lymphocyte differentiation
IFNA2	GO:0045620	negative regulation of lymphocyte differentiation
IFNB1	GO:0045620	negative regulation of lymphocyte differentiation
ZC3H12A	GO:0045620	negative regulation of lymphocyte differentiation
IFIT3	GO:0010941	regulation of cell death
IFIT2	GO:0010941	regulation of cell death
IFNB1	GO:0010941	regulation of cell death
IL12A	GO:0010941	regulation of cell death
CD274	GO:0010941	regulation of cell death
JAK2	GO:0010941	regulation of cell death
CASP1	GO:0010941	regulation of cell death
CSF3	GO:0010941	regulation of cell death
TNFSF10	GO:0010941	regulation of cell death
KIT	GO:0010941	regulation of cell death
TLR3	GO:0010941	regulation of cell death
CSF2	GO:0010941	regulation of cell death
CLEC7A	GO:0010941	regulation of cell death
IL7R	GO:0010941	regulation of cell death
CSF1	GO:0010941	regulation of cell death
TSLP	GO:0010941	regulation of cell death
ZC3H12A	GO:0010941	regulation of cell death
CARD16	GO:0010941	regulation of cell death
TNFSF18	GO:0010941	regulation of cell death
IL6	GO:0010941	regulation of cell death
TNF	GO:0010941	regulation of cell death
LTA	GO:0010941	regulation of cell death
TNFSF14	GO:0010941	regulation of cell death
TNFAIP3	GO:0010941	regulation of cell death
SOCS1	GO:0035710	CD4-positive, alpha-beta T cell activation
RSAD2	GO:0035710	CD4-positive, alpha-beta T cell activation
IL12A	GO:0035710	CD4-positive, alpha-beta T cell activation
CD274	GO:0035710	CD4-positive, alpha-beta T cell activation
ZC3H12A	GO:0035710	CD4-positive, alpha-beta T cell activation
IL6	GO:0035710	CD4-positive, alpha-beta T cell activation
IL18R1	GO:0035710	CD4-positive, alpha-beta T cell activation
NLRC5	GO:0060760	positive regulation of response to cytokine stimulus
ZBP1	GO:0060760	positive regulation of response to cytokine stimulus
CASP1	GO:0060760	positive regulation of response to cytokine stimulus
CSF1	GO:0060760	positive regulation of response to cytokine stimulus
TSLP	GO:0060760	positive regulation of response to cytokine stimulus
IRGM	GO:0060760	positive regulation of response to cytokine stimulus
SOCS1	GO:0090087	regulation of peptide transport
IFNA2	GO:0090087	regulation of peptide transport
RSAD2	GO:0090087	regulation of peptide transport
IFI27	GO:0090087	regulation of peptide transport
CD274	GO:0090087	regulation of peptide transport
JAK2	GO:0090087	regulation of peptide transport
GBP1	GO:0090087	regulation of peptide transport
CASP1	GO:0090087	regulation of peptide transport
TSLP	GO:0090087	regulation of peptide transport
ZC3H12A	GO:0090087	regulation of peptide transport
CARD16	GO:0090087	regulation of peptide transport
SSC5D	GO:0090087	regulation of peptide transport
CRLF2	GO:0090087	regulation of peptide transport
IL6	GO:0090087	regulation of peptide transport
TNF	GO:0090087	regulation of peptide transport
TNFAIP3	GO:0090087	regulation of peptide transport
IRF1	GO:0046631	alpha-beta T cell activation
SOCS1	GO:0046631	alpha-beta T cell activation
RSAD2	GO:0046631	alpha-beta T cell activation
IL12A	GO:0046631	alpha-beta T cell activation
CD274	GO:0046631	alpha-beta T cell activation
ZC3H12A	GO:0046631	alpha-beta T cell activation
IL6	GO:0046631	alpha-beta T cell activation
IL18R1	GO:0046631	alpha-beta T cell activation
IFNA2	GO:0002456	T cell mediated immunity
IFNB1	GO:0002456	T cell mediated immunity
RSAD2	GO:0002456	T cell mediated immunity
IL12A	GO:0002456	T cell mediated immunity
IL7R	GO:0002456	T cell mediated immunity
IL6	GO:0002456	T cell mediated immunity
